C(Cl)Cl,0,117.4428,0,53.7,0
C(Cl)(Cl)Cl,0,82.8729,0,77.2,0
CO,0,134.6146,0,49.8,0
CN(=O)=O,0,121.3471,0,63,0
CCCl,0,167.0862,0,18.7,0
CCCl,1,138.3745,0,39.9,0
C(C)(Cl)(Cl)Cl,0,61.8801,0,95.2,0
C(C)(Cl)(Cl)Cl,1,139.3051,0,45.4,0
CCN(=O)=O,0,175.7322,0,12.4,0
CCN(=O)=O,1,113.1749,0,70.9,0
[SiH](C)(C)Cl,2,185.0559,0,1.27,0
C=C(Cl)Cl,1,40.4688,0,128.9,0
C=C(Cl)Cl,0,61.4807,0,115.5,0
C(=C\Cl)/Cl,0,53.7547,0,120.3,0
C(=C(Cl)Cl)Cl,0,45.7691,0,116.7,0
C(=C(Cl)Cl)Cl,1,56.5775,0,124.1,0
C(=O)C,0,-25.6092,0,199.7,0
C(=O)C,2,153.1863,0,30.7,0
O1CC1,1,147.1901,0,39.5,0
S(=O)(C)C,2,142.2221,0,40.6,0
S1CC1,1,166.3942,0,18.7,0
C(=O)(Cl)C,0,1.5951,0,170.3,0
C(=O)(Cl)C,3,151.3872,0,33.7,0
C(#N)C,0,57.3016,0,117.4,0
C(#N)C,2,186.2397,0,1.7,0
C1CC1,0,190.5816,0,-2.9,0
C(C)(C)Cl,0,123.4496,0,53.6,0
C(C)(C)Cl,1,159.4009,0,27.4,0
C=C(C)Cl,0,68.8571,0,112.63,0
C=C(C)Cl,1,32.2371,0,138.56,0
C=C(C)Cl,2,159.4243,0,26.05,0
C=CCCl,0,61.6301,0,118.3,0
C=CCCl,1,42.0904,0,134.4,0
C=CCCl,2,133.7711,0,45.1,0
C(=O)(C)C,0,-30.9782,0,205.8,0
C(=O)(C)C,2,155.4915,0,30.6,0
C1COC1,0,164.0918,0,22.9,0
C1COC1,1,113.0168,0,72.6,0
C(=O)(C)OC,0,6.8453,0,171.2,0
C(=O)(C)OC,2,166.9673,0,20.4,0
C(=O)(C)OC,4,131.3415,0,51.4,0
C(=O)N(C)C,0,20.3213,0,162.5,0
C(=O)N(C)C,3,157.7828,0,31.1,0
C(=O)N(C)C,4,151.3447,0,36.1,0
C(=O)(C)C(Cl)(Cl),0,-11.1435,0,187.44,0
C(=O)(C)C(Cl)(Cl),3,66.158,0,96.32,0
C(=O)(C)C(Cl)(Cl),2,162.4314,0,21.51,0
CCC#N,2,53.6455,0,121,0
CCC#N,1,173.6464,0,10.6,0
CCC#N,0,175.6962,0,10.9,0
C[C@@H](C#N)Cl,1,162.4913,0,23.4,0
C[C@@H](C#N)Cl,0,139.1978,0,37.83,0
C[C@@H](C#N)Cl,2,57.8269,0,117.9,0
c1ccon1,0,31.0492,0,149.08,0
c1ccon1,1,78.7975,0,103.61,0
c1ccon1,2,22.1883,0,157.81,0
C(=C)(C)C,0,29.5279,0,141.35,0
C(=C)(C)C,1,74.4044,0,110.57,0
C(=C)(C)C,2,162.031,0,23.45,0
C1CCC1,0,166.8736,0,23.3,0
C(#CC)C,0,184.5453,0,3.33,0
C(#CC)C,1,106.0547,0,74.56,0
C1CCC1,1,41.2544,0,137.2,0
C1CCC1,0,154.2551,0,30.2,0
CC(C)(C)Cl,1,109.7861,0,66.5,0
CC(C)(C)Cl,2,152.6147,0,34.5,0
CC(C)(C)N(=O)=O,1,96.6257,0,85.2,0
CC(C)(C)N(=O)=O,0,157.5811,0,27.8,0
C(=CCl)(C)C,1,66.5031,0,111.64,0
C(=CCl)(C)C,0,38.117,0,134.91,0
C(=CCl)(C)C,4,168.3674,0,22.85,0
C(=CCl)(C)C,3,162.5513,0,18.16,0
C1OCCC1,0,115.4848,0,68,0
C1OCCC1,3,160.7578,0,26,0
C(=O)(C)N(C)C,0,12.2029,0,170,0
C(=O)(C)N(C)C,5,154.9228,0,34.8,0
C(=O)(C)N(C)C,4,150.3579,0,37.9,0
C(=O)(C)N(C)C,2,163.8491,0,21.4,0
C1CC(=O)C1,2,-35.127,0,208.9,0
C1CC(=O)C1,1,137.294,0,47.8,0
C1CC(=O)C1,0,175.9371,0,9.9,0
C1COC(=O)C1,3,1.0453,0,177.9,0
C1COC(=O)C1,5,156.0639,0,27.7,0
C1COC(=O)C1,0,160.8528,0,22.2,0
C1COC(=O)C1,1,117.162,0,68.6,0
CC(C)C#N,3,51.0461,0,123.83,0
CC(C)C#N,1,162.8823,0,19.87,0
CC(C)C#N,2,167.0756,0,19.98,0
c1ccco1,0,39.2133,0,142.8,0
c1ccco1,1,72.8857,0,109.7,0
C(=O)(C)C#C,2,151.1689,0,32.2,0
C(=O)(C)C#C,0,-7.0874,0,183.8,0
C(=O)(C)C#C,3,102.3001,0,81.9,0
C(=O)(C)C#C,4,101.8702,0,78.8,0
c1cccs1,0,53.2237,0,125,0
c1cccs1,1,55.3119,0,126.7,0
C1(=C(C(=O)OC1)Cl)Cl,2,14.9849,0,165.7,0
C1(=C(C(=O)OC1)Cl)Cl,1,57.6076,0,121.2,0
C1(=C(C(=O)OC1)Cl)Cl,0,20.9533,0,148.9,0
C1(=C(C(=O)OC1)Cl)Cl,5,113.1048,0,70.9,0
c1scc(C)n1,0,24.9054,0,152.14,0
c1scc(C)n1,2,66.9563,0,113.11,0
c1scc(C)n1,3,26.2865,0,153.49,0
c1scc(C)n1,4,169.1513,0,16.77,0
c1ncccn1,0,20.5507,0,159.2,0
c1ncccn1,2,22.3133,0,157.6,0
c1ncccn1,3,59.8767,0,122.6,0
c1cnccn1,0,34.9462,0,146.1,0
n1ccccn1,2,53.8861,0,127.7,0
n1ccccn1,1,27.8877,0,152.6,0
C1CCCC1,0,159.9571,0,26.5,0
C(=CC)(C)C,3,167.0027,0,17.3,0
C(=CC)(C)C,0,42.1265,0,132,0
C(=CC)(C)C,1,62.4556,0,118.8,0
C(=CC)(C)C,2,174.3368,0,13.4,0
C(=CC)(C)C,4,166.911,0,25.6,0
C1CC=CC1,0,160.8075,0,22.98,0
C1CC=CC1,1,151.3897,0,32.59,0
C1CC=CC1,2,47.3713,0,130.77,0
CC(C)(C)OC,5,137.7118,0,49.41,0
CC(C)(C)OC,1,112.8512,0,72.8,0
CC(C)(C)OC,0,163.2272,0,27.06,0
C1CCOCC1,0,161.2045,0,24,0
C1CCOCC1,1,157.9532,0,27.1,0
C1CCOCC1,2,116.7031,0,68.8,0
C1CCN(C1)C,5,145.2559,0,42.9,0
C1CCN(C1)C,4,129.83,0,56.9,0
C1CCN(C1)C,1,164.5503,0,24.6,0
C1CCC(=O)C1,3,-45.1006,0,219.6,0
C1CCC(=O)C1,2,145.0466,0,38.2,0
C1CCC(=O)C1,0,160.6063,0,23.4,0
CC(C)(C)C#N,4,49.2237,0,125.9,0
CC(C)(C)C#N,1,154.2605,0,28.12,0
CC(C)(C)C#N,0,159.196,0,28.41,0
C1CC=CC1=O,4,-31.2936,0,210.45,0
C1CC=CC1=O,3,47.6051,0,134.37,0
C1CC=CC1=O,2,7.8849,0,165.25,0
C1CC=CC1=O,1,153.822,0,29.03,0
C1CC=CC1=O,0,149.9857,0,34.02,0
c1cccn1C,5,150.7751,0,35.6,0
c1cccn1C,0,60.7076,0,121.6,0
c1cccn1C,1,76.4025,0,108.3,0
c1ccc(o1)C=O,3,29.3994,0,153.3,0
c1ccc(o1)C=O,2,55.8002,0,121.9,0
c1ccc(o1)C=O,1,69.5555,0,112.9,0
c1ccc(o1)C=O,0,32.5006,0,148.6,0
c1ccc(o1)C=O,5,3.5703,0,178.1,0
c1ccccn1,0,30.5313,0,149.9,0
c1ccccn1,1,57.8982,0,123.7,0
c1ccccn1,2,43.9366,0,135.7,0
C=CC(C)(C)C,0,73.9362,0,109,0
C=CC(C)(C)C,1,25.7163,0,149.8,0
C=CC(C)(C)C,2,149.0333,0,33.7,0
C=CC(C)(C)C,3,157.4588,0,29.4,0
C1CCCCC1,0,158.0544,0,27.3,0
CC(C)(C)C#C,1,156.1518,0,27.25,0
CC(C)(C)C#C,4,86.9279,0,92.7,0
CC(C)(C)C#C,5,116.2908,0,66.52,0
CC(C)(C)C#C,2,156.6994,0,30.92,0
C1CCC=CC1,3,50.9758,0,127.3,0
C1CCC=CC1,2,159.0156,0,25.4,0
C1CCC=CC1,0,162.2142,0,22.9,0
c1ccccc1,0,53.282,0,128.5,0
C1CCN(CC1)C,6,147.8598,0,46.85,0
C1CCN(CC1)C,2,132.2595,0,56.59,0
C1CCN(CC1)C,1,166.664,0,26.01,0
C1CCN(CC1)C,0,158.7863,0,23.85,0
C1CCC(=O)CC1,3,-36.3171,0,211.2,0
C1CCC(=O)CC1,2,141.5577,0,41.9,0
C1CCC(=O)CC1,1,156.2576,0,27.2,0
C1CCC(=O)CC1,0,159.2235,0,25.1,0
C1CC(=O)C=CC1,2,-20.322,0,198.7,0
C1CC(=O)C=CC1,4,52.3252,0,129.8,0
C1CC(=O)C=CC1,5,22.9762,0,150.6,0
C1CC(=O)C=CC1,6,157.5026,0,25.8,0
C1CC(=O)C=CC1,0,160.7264,0,22.9,0
C1CC(=O)C=CC1,1,145.4906,0,38.2,0
c1ccc(cc1)F,3,16.5995,0,163.3,0
c1ccc(cc1)F,2,66.803,0,115.5,0
c1ccc(cc1)F,1,51.2055,0,130.2,0
c1ccc(cc1)F,0,57.7623,0,124.2,0
c1ccc(cc1)Cl,3,42.3625,0,134.4,0
c1ccc(cc1)Cl,2,52.8262,0,128.6,0
c1ccc(cc1)Cl,1,51.4631,0,129.7,0
c1ccc(cc1)Cl,0,54.7971,0,126.4,0
c1ccc(cc1)N(=O)=O,3,33.2781,0,148.3,0
c1ccc(cc1)N(=O)=O,2,57.4955,0,123.5,0
c1ccc(cc1)N(=O)=O,1,52.1695,0,129.5,0
c1ccc(cc1)N(=O)=O,0,44.3523,0,134.8,0
C1=CC(=O)C=CC1=O,2,-9.4842,0,187.2,0
C1=CC(=O)C=CC1=O,0,44.1597,0,136.6,0
c1c(cccc1)C,6,165.1553,0,21.4,0
c1c(cccc1)C,1,41.0044,0,137.7,0
c1c(cccc1)C,0,52.8983,0,130,0
c1c(cccc1)C,5,53.4168,0,129.2,0
c1c(cccc1)C,4,57.1452,0,126.6,0
C1=C[C@H]2C[C@@H]1C=C2,3,105.5458,0,75.2,0
C1=C[C@H]2C[C@@H]1C=C2,2,131.4494,0,50.3,0
C1=C[C@H]2C[C@@H]1C=C2,0,33.3095,0,143.2,0
c1c(cccc1)N(C)C,1,30.7757,0,150.7,0
c1c(cccc1)N(C)C,0,71.477,0,112.7,0
c1c(cccc1)N(C)C,5,52.767,0,129,0
c1c(cccc1)N(C)C,4,68.5734,0,116.6,0
c1c(cccc1)N(C)C,7,146.6742,0,40.2,0
c12c(cccc1)cc[nH]2,7,56.5627,0,121.7,0
c12c(cccc1)cc[nH]2,6,82.814,0,101.9,0
c12c(cccc1)cc[nH]2,1,54.6006,0,127.6,0
c12c(cccc1)cc[nH]2,0,46.6691,0,135.6,0
c12c(cccc1)cc[nH]2,5,71.3672,0,111.1,0
c12c(cccc1)cc[nH]2,4,61.1317,0,124.3,0
c12c(cccc1)cc[nH]2,3,63.6807,0,119.7,0
c12c(cccc1)cc[nH]2,2,62.3244,0,120.6,0
